mmsi,latitude_deg,longitude_deg,utc_s,ground_ms,azimuth_deg,valid,datetime,speed_knots
ship_139,82.2058334350586,96.82804870605467,1738963931,7674,289.48736572265625,True,2025-02-07 21:32:11,14.92
ship_139,77.96997833251953,23.275924682617188,1738964145,7674,218.40924072265625,True,2025-02-07 21:35:45,14.92
ship_139,-15.257107734680176,-147.95899963378906,1739040056,7698,348.7939758300781,True,2025-02-08 18:40:56,14.96
ship_139,79.5871353149414,60.235443115234375,1739043426,7673,225.42678833007807,True,2025-02-08 19:37:06,14.92
ship_139,82.20496368408203,132.34872436523438,1739128224,7674,289.5581970214844,True,2025-02-09 19:10:24,14.92
ship_139,78.01805877685547,58.891883850097656,1739128438,7675,218.56820678710935,True,2025-02-09 19:13:58,14.92
ship_139,82.5079574584961,106.26725006103516,1739213267,7674,258.3637084960937,True,2025-02-10 18:47:47,14.92
ship_139,77.05461883544922,61.45783615112305,1739213481,7676,215.4464569091797,True,2025-02-10 18:51:21,14.92
ship_139,80.3367919921875,18.10655975341797,1739592687,7675,310.0991516113281,True,2025-02-15 04:11:27,14.92
ship_140,75.94413757324219,143.09132385253906,1738962290,7679,327.4815979003906,True,2025-02-07 21:04:50,14.93
ship_140,82.22684478759766,96.3845672607422,1738963932,7674,289.0564880371094,True,2025-02-07 21:32:12,14.92
ship_140,77.9200439453125,23.086959838867188,1738964146,7674,218.2328338623047,True,2025-02-07 21:35:46,14.92
ship_140,-15.193753242492676,-147.97193908691406,1739040057,7698,348.7951965332031,True,2025-02-08 18:40:57,14.96
ship_140,79.54236602783203,59.98566818237305,1739043427,7674,225.18841552734372,True,2025-02-08 19:37:07,14.92
ship_140,82.22604370117188,131.90545654296875,1739128225,7674,289.127197265625,True,2025-02-09 19:10:25,14.92
ship_140,77.96821594238281,58.70148849487305,1739128439,7675,218.3903961181641,True,2025-02-09 19:13:59,14.92
ship_140,82.494873046875,105.79004669189452,1739213268,7674,257.8988647460937,True,2025-02-10 18:47:48,14.92
ship_140,77.05461883544922,61.45783615112305,1739213482,7676,215.4464569091797,True,2025-02-10 18:51:22,14.92
ship_140,80.37767791748047,17.815317153930664,1739592688,7675,309.8199768066406,True,2025-02-15 04:11:28,14.92
ship_141,75.99788665771484,142.94972229003906,1738962291,7679,327.35235595703125,True,2025-02-07 21:04:51,14.93
ship_141,82.24739074707031,95.9387664794922,1738963933,7674,288.6231689453125,True,2025-02-07 21:32:13,14.92
ship_141,77.8699722290039,22.899494171142575,1738964147,7674,218.05746459960935,True,2025-02-07 21:35:47,14.92
ship_141,-15.13039779663086,-147.98486328125,1739040058,7698,348.79638671875,True,2025-02-08 18:40:58,14.96
ship_141,79.49742126464844,59.737937927246094,1739043428,7674,224.95399475097656,True,2025-02-08 19:37:08,14.92
ship_141,82.24666595458984,131.45985412597656,1739128226,7674,288.6941223144531,True,2025-02-09 19:10:26,14.92
ship_141,77.91825103759766,58.512603759765625,1739128440,7675,218.21376037597656,True,2025-02-09 19:14:00,14.92
ship_141,78.98686981201172,174.85618591308594,1739211359,7679,317.5107116699219,True,2025-02-10 18:15:59,14.93
ship_141,82.48128509521484,105.31452941894533,1739213269,7674,257.4356384277344,True,2025-02-10 18:47:49,14.92
ship_141,77.05461883544922,61.45783615112305,1739213483,7676,215.4464569091797,True,2025-02-10 18:51:23,14.92
ship_141,80.4183349609375,17.52165412902832,1739592689,7675,309.5386657714844,True,2025-02-15 04:11:29,14.92
ship_142,76.0515365600586,142.8070831298828,1738962292,7679,327.2219543457031,True,2025-02-07 21:04:52,14.93
ship_142,82.26748657226562,95.49065399169922,1738963934,7674,288.1874694824219,True,2025-02-07 21:32:14,14.92
ship_142,-15.06704044342041,-147.99777221679688,1739040059,7698,348.79754638671875,True,2025-02-08 18:40:59,14.96
ship_142,82.266845703125,131.01193237304688,1739128227,7674,288.258544921875,True,2025-02-09 19:10:27,14.92
ship_142,77.86817169189453,58.32522201538086,1739128441,7675,218.03895568847656,True,2025-02-09 19:14:01,14.92
ship_142,79.0338134765625,174.62986755371094,1739211360,7679,317.2968139648437,True,2025-02-10 18:16:00,14.93
ship_142,82.46719360351562,104.84071350097656,1739213270,7674,256.9741516113281,True,2025-02-10 18:47:50,14.92
ship_142,77.05461883544922,61.45783615112305,1739213484,7676,215.4464569091797,True,2025-02-10 18:51:24,14.92
ship_142,80.458740234375,17.225555419921875,1739592690,7675,309.254638671875,True,2025-02-15 04:11:30,14.92
ship_143,76.10511779785156,142.6634063720703,1738962293,7679,327.0906066894531,True,2025-02-07 21:04:53,14.93
ship_143,82.28711700439453,95.0402603149414,1738963935,7674,287.7491760253906,True,2025-02-07 21:32:15,14.92
ship_143,-15.003684043884276,-148.01071166992188,1739040060,7698,348.7987976074219,True,2025-02-08 18:41:00,14.96
ship_143,82.28655242919922,130.56173706054688,1739128228,7674,287.82061767578125,True,2025-02-09 19:10:28,14.92
ship_143,79.08059692382812,174.40164184570312,1739211361,7679,317.080810546875,True,2025-02-10 18:16:01,14.93
ship_143,82.45260620117188,104.36868286132812,1739213271,7674,256.5145263671875,True,2025-02-10 18:47:51,14.92
ship_143,77.05461883544922,61.45783615112305,1739213485,7676,215.4464569091797,True,2025-02-10 18:51:25,14.92
ship_143,80.4989013671875,16.927003860473633,1739592691,7675,308.9686584472656,True,2025-02-15 04:11:31,14.92
ship_144,76.15861511230469,142.51866149902344,1738962294,7679,326.9581298828125,True,2025-02-07 21:04:54,14.93
ship_144,82.30628204345703,94.587646484375,1738963936,7674,287.3089294433594,True,2025-02-07 21:32:16,14.92
ship_144,-14.940325736999512,-148.02362060546875,1739040061,7698,348.7999267578125,True,2025-02-08 18:41:01,14.96
ship_144,82.30580139160156,130.10928344726562,1739128229,7674,287.380615234375,True,2025-02-09 19:10:29,14.92
ship_144,79.12721252441406,174.17153930664062,1739211362,7679,316.8631591796875,True,2025-02-10 18:16:02,14.93
ship_144,82.43750762939453,103.89847564697266,1739213272,7674,256.0565185546875,True,2025-02-10 18:47:52,14.92
ship_144,80.538818359375,16.625988006591797,1739592692,7675,308.6805114746094,True,2025-02-15 04:11:32,14.92
ship_145,76.2120361328125,142.3728485107422,1738962295,7679,326.8246765136719,True,2025-02-07 21:04:55,14.93
ship_145,82.32498931884766,94.13282775878906,1738963937,7674,286.866455078125,True,2025-02-07 21:32:17,14.92
ship_145,82.32457733154297,129.65463256835938,1739128230,7674,286.9382019042969,True,2025-02-09 19:10:30,14.92
ship_145,79.17366027832031,173.9395294189453,1739211363,7679,316.6434936523437,True,2025-02-10 18:16:03,14.93
ship_145,80.57848358154297,16.32248878479004,1739592693,7675,308.3890686035156,True,2025-02-15 04:11:33,14.92
ship_146,76.26537322998047,142.22596740722656,1738962296,7679,326.690185546875,True,2025-02-07 21:04:56,14.93
ship_146,82.34288787841797,129.19781494140625,1739128231,7674,286.4938049316406,True,2025-02-09 19:10:31,14.92
ship_146,79.21994018554688,173.70555114746094,1739211364,7679,316.4218444824219,True,2025-02-10 18:16:04,14.93
ship_147,76.3186264038086,142.07798767089844,1738962297,7679,326.55450439453125,True,2025-02-07 21:04:57,14.93
ship_147,79.26604461669922,173.46963500976562,1739211365,7679,316.1982116699219,True,2025-02-10 18:16:05,14.93
ship_148,79.3119888305664,173.23175048828125,1739211366,7679,315.97265625,True,2025-02-10 18:16:06,14.93
ship_149,77.46528625488281,21.45199584960937,1738964155,7674,216.70883178710935,True,2025-02-07 21:35:55,14.92
ship_149,79.13134765625,57.828556060791016,1739043436,7676,223.13949584960935,True,2025-02-08 19:37:16,14.92
ship_149,79.35774993896484,172.99188232421875,1739211367,7679,315.7452392578125,True,2025-02-10 18:16:07,14.93
ship_150,77.41419982910156,21.277374267578125,1738964156,7674,216.54632568359372,True,2025-02-07 21:35:56,14.92
ship_150,79.08484649658203,57.59877395629883,1739043437,7671,222.9306640625,True,2025-02-08 19:37:17,14.91
ship_150,77.46333312988281,56.87837600708008,1739128449,7675,216.6905670166016,True,2025-02-09 19:14:09,14.92
ship_150,79.40333557128906,172.74998474121094,1739211368,7679,315.5156555175781,True,2025-02-10 18:16:08,14.93
ship_151,77.36300659179688,21.104108810424805,1738964157,7674,216.3853912353516,True,2025-02-07 21:35:57,14.92
ship_151,79.03817749023438,57.37086868286133,1739043438,7671,222.71536254882807,True,2025-02-08 19:37:18,14.91
ship_151,77.4122314453125,56.703834533691406,1739128450,7675,216.52816772460935,True,2025-02-09 19:14:10,14.92
ship_151,79.44873046875,172.5060577392578,1739211369,7679,315.2840270996094,True,2025-02-10 18:16:09,14.93
ship_151,77.05461883544922,61.45783615112305,1739213493,7676,215.4464569091797,True,2025-02-10 18:51:33,14.92
ship_152,77.31170654296875,20.93218421936035,1738964158,7674,216.22610473632807,True,2025-02-07 21:35:58,14.92
ship_152,-14.433433532714844,-148.12672424316406,1739040069,7698,348.80926513671875,True,2025-02-08 18:41:09,14.96
ship_152,78.99129486083984,57.14468383789063,1739043439,7678,222.4906005859375,True,2025-02-08 19:37:19,14.92
ship_152,77.36101531982422,56.53064727783203,1739128451,7675,216.3678131103516,True,2025-02-09 19:14:11,14.92
ship_152,79.49395751953125,172.2601318359375,1739211370,7679,315.0504150390625,True,2025-02-10 18:16:10,14.93
ship_152,82.29937744140625,100.2081069946289,1739213280,7674,252.46527099609372,True,2025-02-10 18:48:00,14.92
ship_152,77.05461883544922,61.45783615112305,1739213494,7676,215.4464569091797,True,2025-02-10 18:51:34,14.92
ship_153,78.66072845458984,61.576778411865234,1738782815,7674,221.05462646484372,True,2025-02-05 19:13:35,14.92
ship_153,82.45736694335938,90.4200439453125,1738963945,7674,283.2525329589844,True,2025-02-07 21:32:25,14.92
ship_153,77.26029205322266,20.7615909576416,1738964159,7674,216.06773376464844,True,2025-02-07 21:35:59,14.92
ship_153,-14.370067596435549,-148.1396026611328,1739040070,7698,348.810302734375,True,2025-02-08 18:41:10,14.96
ship_153,78.94425964355469,56.92039108276367,1739043440,7677,222.27903747558597,True,2025-02-08 19:37:20,14.92
ship_153,77.3096923828125,56.35880661010742,1739128452,7675,216.20779418945312,True,2025-02-09 19:14:12,14.92
ship_153,79.53899383544922,172.01210021972656,1739211371,7679,314.81475830078125,True,2025-02-10 18:16:11,14.93
ship_153,82.27996826171875,99.75638580322266,1739213281,7674,252.02589416503903,True,2025-02-10 18:48:01,14.92
ship_153,77.05461883544922,61.45783615112305,1739213495,7676,215.4464569091797,True,2025-02-10 18:51:35,14.92
ship_153,80.88634490966797,13.803242683410645,1739592701,7675,305.9681701660156,True,2025-02-15 04:11:41,14.92
ship_154,78.61266326904297,61.36507797241211,1738782816,7674,220.8552398681641,True,2025-02-05 19:13:36,14.92
ship_154,80.77469635009766,56.57940673828125,1738873415,7674,233.16000366210935,True,2025-02-06 20:23:35,14.92
ship_154,82.4717025756836,89.94734954833984,1738963946,7673,282.79248046875,True,2025-02-07 21:32:26,14.92
ship_154,77.20878601074219,20.59231185913086,1738964160,7674,215.9107666015625,True,2025-02-07 21:36:00,14.92
ship_154,-14.306702613830566,-148.15248107910156,1739040071,7698,348.8114013671875,True,2025-02-08 18:41:11,14.96
ship_154,78.89710235595703,56.69806289672852,1739043441,7671,222.0777740478516,True,2025-02-08 19:37:21,14.91
ship_154,82.47197723388672,125.47029876708984,1739128239,7674,282.8651428222656,True,2025-02-09 19:10:39,14.92
ship_154,77.25827026367188,56.188289642333984,1739128453,7675,216.04969787597656,True,2025-02-09 19:14:13,14.92
ship_154,79.58384704589844,171.7620086669922,1739211372,7679,314.5770874023437,True,2025-02-10 18:16:12,14.93
ship_154,82.26010131835938,99.3069076538086,1739213282,7674,251.5888214111328,True,2025-02-10 18:48:02,14.92
ship_154,77.05461883544922,61.45783615112305,1739213496,7676,215.4464569091797,True,2025-02-10 18:51:36,14.92
ship_154,80.92359924316406,13.476726531982422,1739592702,7675,305.6544189453125,True,2025-02-15 04:11:42,14.92
ship_155,78.56444549560547,61.15509796142578,1738782817,7674,220.65756225585935,True,2025-02-05 19:13:37,14.92
ship_155,80.73641204833984,56.26303482055664,1738873416,7674,232.85592651367188,True,2025-02-06 20:23:36,14.92
ship_155,76.7415542602539,140.85357666015625,1738962305,7679,325.4286804199219,True,2025-02-07 21:05:05,14.93
ship_155,82.48555755615234,89.47291564941406,1738963947,7673,282.3302917480469,True,2025-02-07 21:32:27,14.92
ship_155,77.15716552734375,20.424339294433597,1738964161,7674,215.7550048828125,True,2025-02-07 21:36:01,14.92
ship_155,-14.243335723876951,-148.1653289794922,1739040072,7698,348.8126220703125,True,2025-02-08 18:41:12,14.96
ship_155,78.84978485107422,56.4775276184082,1739043442,7673,221.8667449951172,True,2025-02-08 19:37:22,14.92
ship_155,82.48589324951172,124.99594116210938,1739128240,7674,282.4029846191406,True,2025-02-09 19:10:40,14.92
ship_155,77.20674133300781,56.01909637451172,1739128454,7675,215.89247131347656,True,2025-02-09 19:14:14,14.92
ship_155,79.62850189208984,171.5098114013672,1739211373,7679,314.3372497558594,True,2025-02-10 18:16:13,14.93
ship_155,82.23978424072266,98.8597183227539,1739213283,7674,251.1539306640625,True,2025-02-10 18:48:03,14.92
ship_155,77.05461883544922,61.45783615112305,1739213497,7676,215.4464569091797,True,2025-02-10 18:51:37,14.92
ship_155,80.96056365966797,13.147582054138184,1739592703,7675,305.33740234375,True,2025-02-15 04:11:43,14.92
ship_156,78.51609802246094,60.94682312011719,1738782818,7674,220.4617156982422,True,2025-02-05 19:13:38,14.92
ship_156,80.69786071777344,55.94922256469727,1738873417,7674,232.55465698242188,True,2025-02-06 20:23:37,14.92
ship_156,76.79402160644531,140.6952667236328,1738962306,7679,325.2827453613281,True,2025-02-07 21:05:06,14.93
ship_156,82.49889373779297,88.99677276611328,1738963948,7673,281.8666076660156,True,2025-02-07 21:32:28,14.92
ship_156,77.10546112060547,20.25765419006348,1738964162,7674,215.60069274902344,True,2025-02-07 21:36:02,14.92
ship_156,-14.179969787597656,-148.1781768798828,1739040073,7698,348.8136901855469,True,2025-02-08 18:41:13,14.96
ship_156,78.80229187011719,56.25872802734375,1739043443,7676,221.6558074951172,True,2025-02-08 19:37:23,14.92
ship_156,82.49932098388672,124.5198745727539,1739128241,7674,281.9393920898437,True,2025-02-09 19:10:41,14.92
ship_156,77.15510559082031,55.851200103759766,1739128455,7675,215.73715209960935,True,2025-02-09 19:14:15,14.92
ship_156,79.6729736328125,171.2554931640625,1739211374,7679,314.09527587890625,True,2025-02-10 18:16:14,14.93
ship_156,82.218994140625,98.41486358642578,1739213284,7674,250.72125244140625,True,2025-02-10 18:48:04,14.92
ship_156,77.05461883544922,61.45783615112305,1739213498,7676,215.4464569091797,True,2025-02-10 18:51:38,14.92
ship_156,80.99723815917969,12.815805435180664,1739592704,7675,305.0178527832031,True,2025-02-15 04:11:44,14.92
ship_157,78.46760559082031,60.740234375,1738782819,7674,220.2676544189453,True,2025-02-05 19:13:39,14.92
ship_157,80.6590347290039,55.6379508972168,1738873418,7674,232.25552368164065,True,2025-02-06 20:23:38,14.92
ship_157,76.84638214111328,140.53578186035156,1738962307,7679,325.13555908203125,True,2025-02-07 21:05:07,14.93
ship_157,82.51172637939453,88.51901245117188,1738963949,7673,281.4010314941406,True,2025-02-07 21:32:29,14.92
ship_157,77.05364227294922,20.092247009277344,1738964163,7674,215.44776916503903,True,2025-02-07 21:36:03,14.92
ship_157,-14.116601943969728,-148.19102478027344,1739040074,7698,348.81475830078125,True,2025-02-08 18:41:14,14.96
ship_157,78.7546615600586,56.041748046875,1739043444,7675,221.4540252685547,True,2025-02-08 19:37:24,14.92
ship_157,82.5122299194336,124.04218292236328,1739128242,7674,281.4740905761719,True,2025-02-09 19:10:42,14.92
ship_157,77.10337829589844,55.68458938598633,1739128456,7675,215.58302307128903,True,2025-02-09 19:14:16,14.92
ship_157,79.71724700927734,170.99905395507812,1739211375,7679,313.8511047363281,True,2025-02-10 18:16:15,14.93
ship_157,82.19776153564453,97.97235870361328,1739213285,7674,250.2913360595703,True,2025-02-10 18:48:05,14.92
ship_157,77.05461883544922,61.45783615112305,1739213499,7676,215.4464569091797,True,2025-02-10 18:51:39,14.92
ship_157,81.03363037109375,12.481383323669434,1739592705,7675,304.6961669921875,True,2025-02-15 04:11:45,14.92
ship_158,78.41897583007812,60.53532791137695,1738782820,7674,220.0750274658203,True,2025-02-05 19:13:40,14.92
ship_158,80.61995697021484,55.32920455932617,1738873419,7674,231.9591522216797,True,2025-02-06 20:23:39,14.92
ship_158,76.89866638183594,140.3750457763672,1738962308,7679,324.98712158203125,True,2025-02-07 21:05:08,14.93
ship_158,82.52405548095703,88.03964233398438,1738963950,7674,280.9339599609375,True,2025-02-07 21:32:30,14.92
ship_158,77.0017318725586,19.92810440063477,1738964164,7674,215.2959899902344,True,2025-02-07 21:36:04,14.92
ship_158,-14.053232192993164,-148.20388793945312,1739040075,7698,348.81597900390625,True,2025-02-08 18:41:15,14.96
ship_158,78.70692443847656,55.82672119140625,1739043445,7667,221.26321411132807,True,2025-02-08 19:37:25,14.9
ship_158,82.5246353149414,123.56285858154295,1739128243,7674,281.0071716308594,True,2025-02-09 19:10:43,14.92
ship_158,77.05154418945312,55.51925659179688,1739128457,7675,215.4301300048828,True,2025-02-09 19:14:17,14.92
ship_158,79.7613296508789,170.7404327392578,1739211376,7679,313.6048583984375,True,2025-02-10 18:16:16,14.93
ship_158,82.17608642578125,97.53225708007812,1739213286,7674,249.86373901367188,True,2025-02-10 18:48:06,14.92
ship_158,77.05461883544922,61.45783615112305,1739213500,7676,215.4464569091797,True,2025-02-10 18:51:40,14.92
ship_158,81.06971740722656,12.144293785095217,1739592706,7675,304.3706970214844,True,2025-02-15 04:11:46,14.92
ship_159,78.37020874023438,60.332069396972656,1738782821,7674,219.88412475585935,True,2025-02-05 19:13:41,14.92
ship_159,80.58061218261719,55.02296829223633,1738873420,7674,231.66542053222656,True,2025-02-06 20:23:40,14.92
ship_159,76.95084381103516,140.2130889892578,1738962309,7679,324.8374938964844,True,2025-02-07 21:05:09,14.93
ship_159,82.53587341308594,87.55875396728516,1738963951,7673,280.4655456542969,True,2025-02-07 21:32:31,14.92
ship_159,76.94972229003906,19.76521110534668,1738964165,7674,215.1449279785156,True,2025-02-07 21:36:05,14.92
ship_159,-13.989864349365234,-148.21670532226562,1739040076,7698,348.8170166015625,True,2025-02-08 18:41:16,14.96
ship_159,78.65896606445312,55.61319351196289,1739043446,7678,221.04444885253903,True,2025-02-08 19:37:26,14.92
ship_159,82.53653717041016,123.08201599121094,1739128244,7674,280.5386047363281,True,2025-02-09 19:10:44,14.92
ship_159,76.99961853027344,55.35519027709961,1739128458,7675,215.2792205810547,True,2025-02-09 19:14:18,14.92
ship_159,79.80520629882812,170.4796600341797,1739211377,7679,313.3565368652344,True,2025-02-10 18:16:17,14.93
ship_159,82.15394592285156,97.09455108642578,1739213287,7674,249.43804931640625,True,2025-02-10 18:48:07,14.92
ship_159,77.05461883544922,61.45783615112305,1739213501,7676,215.4464569091797,True,2025-02-10 18:51:41,14.92
ship_159,81.10550689697266,11.80453872680664,1739592707,7675,304.04351806640625,True,2025-02-15 04:11:47,14.92
ship_160,78.32129669189453,60.13046646118164,1738782822,7674,219.69471740722656,True,2025-02-05 19:13:42,14.92
ship_160,80.541015625,54.719234466552734,1738873421,7674,231.3744354248047,True,2025-02-06 20:23:41,14.92
ship_160,77.00292205810547,140.04989624023438,1738962310,7679,324.6866455078125,True,2025-02-07 21:05:10,14.93
ship_160,82.54718017578125,87.0763931274414,1738963952,7673,279.9954833984375,True,2025-02-07 21:32:32,14.92
ship_160,76.89762115478516,19.603559494018555,1738964166,7674,214.99598693847656,True,2025-02-07 21:36:06,14.92
ship_160,-13.92646312713623,-148.22955322265625,1739040077,7698,348.8180847167969,True,2025-02-08 18:41:17,14.96
ship_160,78.61084747314453,55.40139389038086,1739043447,7679,220.844482421875,True,2025-02-08 19:37:27,14.93
ship_160,82.54792022705078,122.59969329833984,1739128245,7674,280.068603515625,True,2025-02-09 19:10:45,14.92
ship_160,76.94759368896484,55.19236755371094,1739128459,7675,215.1283264160156,True,2025-02-09 19:14:19,14.92
ship_160,79.84888458251953,170.2167205810547,1739211378,7679,313.1058654785156,True,2025-02-10 18:16:18,14.93
ship_160,82.13137817382812,96.65930938720705,1739213288,7674,249.0156097412109,True,2025-02-10 18:48:08,14.92
ship_160,77.05461883544922,61.45783615112305,1739213502,7676,215.4464569091797,True,2025-02-10 18:51:42,14.92
ship_160,81.14099884033203,11.462111473083496,1739592708,7675,303.7140197753906,True,2025-02-15 04:11:48,14.92
ship_161,78.27225494384766,59.930477142333984,1738782823,7674,219.50698852539065,True,2025-02-05 19:13:43,14.92
ship_161,80.50116729736328,54.4179801940918,1738873422,7674,231.0850524902344,True,2025-02-06 20:23:42,14.92
ship_161,77.0549087524414,139.88543701171875,1738962311,7679,324.5345153808594,True,2025-02-07 21:05:11,14.93
ship_161,82.55797576904297,86.5926284790039,1738963953,7673,279.5240173339844,True,2025-02-07 21:32:33,14.92
ship_161,76.84542083740234,19.443130493164062,1738964167,7674,214.8479156494141,True,2025-02-07 21:36:07,14.92
ship_161,-13.863092422485352,-148.2423858642578,1739040078,7698,348.8192138671875,True,2025-02-08 18:41:18,14.96
ship_161,78.56270599365234,55.191650390625,1739043448,7663,220.67044067382807,True,2025-02-08 19:37:28,14.9
ship_161,82.55879211425781,122.11595153808594,1739128246,7674,279.5971374511719,True,2025-02-09 19:10:46,14.92
ship_161,76.89546966552734,55.03078842163086,1739128460,7675,214.97927856445312,True,2025-02-09 19:14:20,14.92
ship_161,79.89234924316406,169.9515380859375,1739211379,7679,312.8529968261719,True,2025-02-10 18:16:19,14.93
ship_161,82.1083755493164,96.22655487060548,1739213289,7674,248.59426879882807,True,2025-02-10 18:48:09,14.92
ship_161,77.05461883544922,61.45783615112305,1739213503,7676,215.4464569091797,True,2025-02-10 18:51:43,14.92
ship_161,81.17618560791016,11.116992950439451,1739592709,7675,303.3810119628906,True,2025-02-15 04:11:49,14.92
ship_162,78.22309112548828,59.73210144042969,1738782824,7674,219.32101440429688,True,2025-02-05 19:13:44,14.92
ship_162,80.46106719970703,54.11919403076172,1738873423,7674,230.79872131347656,True,2025-02-06 20:23:43,14.92
ship_162,77.10679626464844,139.7197265625,1738962312,7679,324.38116455078125,True,2025-02-07 21:05:12,14.93
ship_162,82.56824493408203,86.10750579833984,1738963954,7673,279.0511779785156,True,2025-02-07 21:32:34,14.92
ship_162,76.79312896728516,19.283918380737305,1738964168,7674,214.7010498046875,True,2025-02-07 21:36:08,14.92
ship_162,-13.799721717834473,-148.2552032470703,1739040079,7698,348.8202209472656,True,2025-02-08 18:41:19,14.96
ship_162,78.51437377929688,54.98348236083984,1739043449,7669,220.4652404785156,True,2025-02-08 19:37:29,14.91
ship_162,82.56914520263672,121.63084411621094,1739128247,7674,279.1244812011719,True,2025-02-09 19:10:47,14.92
ship_162,76.84325408935547,54.87043380737305,1739128461,7675,214.8308868408203,True,2025-02-09 19:14:21,14.92
ship_162,79.93561553955078,169.6841583251953,1739211380,7679,312.59796142578125,True,2025-02-10 18:16:20,14.93
ship_162,82.0849380493164,95.79632568359376,1739213290,7673,248.1747283935547,True,2025-02-10 18:48:10,14.92
ship_162,77.05461883544922,61.45783615112305,1739213504,7676,215.4464569091797,True,2025-02-10 18:51:44,14.92
ship_162,81.2110595703125,10.769183158874512,1739592710,7675,303.04571533203125,True,2025-02-15 04:11:50,14.92
ship_163,78.17378234863281,59.53532409667969,1738782825,7674,219.1365509033203,True,2025-02-05 19:13:45,14.92
ship_163,80.42073059082031,53.822853088378906,1738873424,7674,230.51499938964844,True,2025-02-06 20:23:44,14.92
ship_163,77.15858459472656,139.552734375,1738962313,7679,324.2265625,True,2025-02-07 21:05:13,14.93
ship_163,82.57799530029297,85.62109375,1738963955,7673,278.5772705078125,True,2025-02-07 21:32:35,14.92
ship_163,76.74073791503906,19.125905990600582,1738964169,7674,214.55528259277344,True,2025-02-07 21:36:09,14.92
ship_163,-13.73634910583496,-148.2680206298828,1739040080,7698,348.8213195800781,True,2025-02-08 18:41:20,14.96
ship_163,78.51437377929688,54.98348236083984,1739043450,7669,220.4652404785156,True,2025-02-08 19:37:30,14.91
ship_163,82.57898712158203,121.1444320678711,1739128248,7674,278.6504211425781,True,2025-02-09 19:10:48,14.92
ship_163,76.79094696044922,54.71129608154297,1739128462,7675,214.68426513671875,True,2025-02-09 19:14:22,14.92
ship_163,79.97866821289062,169.4145050048828,1739211381,7679,312.3408203125,True,2025-02-10 18:16:21,14.93
ship_163,82.06107330322266,95.36861419677734,1739213291,7673,247.75759887695312,True,2025-02-10 18:48:11,14.92
ship_163,77.05461883544922,61.45783615112305,1739213505,7676,215.4464569091797,True,2025-02-10 18:51:45,14.92
ship_163,81.24562072753906,10.418668746948242,1739592711,7675,302.70758056640625,True,2025-02-15 04:11:51,14.92
ship_164,78.12435150146484,59.34011459350586,1738782826,7674,218.95362854003903,True,2025-02-05 19:13:46,14.92
ship_164,80.38014221191406,53.52894973754883,1738873425,7674,230.23321533203125,True,2025-02-06 20:23:45,14.92
ship_164,77.21027374267578,139.3844451904297,1738962314,7679,324.0705261230469,True,2025-02-07 21:05:14,14.93
ship_164,82.58723449707031,85.13345336914062,1738963956,7674,278.10235595703125,True,2025-02-07 21:32:36,14.92
ship_164,76.6882553100586,18.969083786010746,1738964170,7674,214.410888671875,True,2025-02-07 21:36:10,14.92
ship_164,-13.672977447509766,-148.2808380126953,1739040081,7698,348.8223571777344,True,2025-02-08 18:41:21,14.96
ship_164,78.51437377929688,54.98348236083984,1739043451,7669,220.4652404785156,True,2025-02-08 19:37:31,14.91
ship_164,82.58829498291016,120.65677642822266,1739128249,7674,278.17510986328125,True,2025-02-09 19:10:49,14.92
ship_164,76.73853302001953,54.55335235595703,1739128463,7675,214.53823852539065,True,2025-02-09 19:14:23,14.92
ship_164,80.0215072631836,169.14260864257812,1739211382,7679,312.0811462402344,True,2025-02-10 18:16:22,14.93
ship_164,82.03677368164062,94.9434585571289,1739213292,7673,247.34913635253903,True,2025-02-10 18:48:12,14.92
ship_164,77.05461883544922,61.45783615112305,1739213506,7676,215.4464569091797,True,2025-02-10 18:51:46,14.92
ship_164,81.27986145019531,10.06544589996338,1739592712,7675,302.3667907714844,True,2025-02-15 04:11:52,14.92
ship_165,78.07479095458984,59.14647674560547,1738782827,7674,218.7723846435547,True,2025-02-05 19:13:47,14.92
ship_165,80.33931732177734,53.23746490478516,1738873426,7674,229.95416259765625,True,2025-02-06 20:23:46,14.92
ship_165,77.26184844970703,139.21482849121094,1738962315,7679,323.9132080078125,True,2025-02-07 21:05:15,14.93
ship_165,82.595947265625,84.64464569091797,1738963957,7673,277.62554931640625,True,2025-02-07 21:32:37,14.92
ship_165,76.63569641113281,18.81343650817871,1738964171,7674,214.26754760742188,True,2025-02-07 21:36:11,14.92
ship_165,-13.609603881835938,-148.2936553955078,1739040082,7698,348.8234558105469,True,2025-02-08 18:41:22,14.96
ship_165,78.51437377929688,54.98348236083984,1739043452,7669,220.4652404785156,True,2025-02-08 19:37:32,14.91
ship_165,82.59708404541016,120.16795349121094,1739128250,7674,277.69873046875,True,2025-02-09 19:10:50,14.92
ship_165,76.68603515625,54.3966064453125,1739128464,7675,214.39366149902344,True,2025-02-09 19:14:24,14.92
ship_165,80.06414031982422,168.86842346191406,1739211383,7679,311.81939697265625,True,2025-02-10 18:16:23,14.93
ship_165,82.0120620727539,94.52085876464844,1739213293,7673,246.93858337402344,True,2025-02-10 18:48:13,14.92
ship_165,77.05461883544922,61.45783615112305,1739213507,7676,215.4464569091797,True,2025-02-10 18:51:47,14.92
ship_165,81.31378173828125,9.709505081176758,1739592713,7675,302.0233764648437,True,2025-02-15 04:11:53,14.92
